geoid,name,PctBachHigher,MedHHIncome,PctTravel60MinMore
05000US21073,"Franklin County, KY",27.4,47086,2.8
05000US21075,"Fulton County, KY",12.3,36813,3.9
05000US21077,"Gallatin County, KY",8.9,43860,7.9
05000US21079,"Garrard County, KY",15.8,44115,13
05000US21081,"Grant County, KY",12.0,46011,9.3
05000US21083,"Graves County, KY",15.5,36698,4.8
05000US21085,"Grayson County, KY",8.7,33290,12.4
05000US21087,"Green County, KY",10.4,33573,10.7
05000US21089,"Greenup County, KY",16.0,43808,6.6
05000US21091,"Hancock County, KY",11.4,48867,4.8
05000US21093,"Hardin County, KY",19.8,49257,4.6
05000US21095,"Harlan County, KY",10.7,26758,9.4
05000US21097,"Harrison County, KY",14.0,36393,8.3
05000US21099,"Hart County, KY",8.4,32445,10.4
05000US21101,"Henderson County, KY",16.6,42266,4.7
05000US21103,"Henry County, KY",13.5,43083,8.7
05000US21105,"Hickman County, KY",13.0,36125,6.4
05000US21107,"Hopkins County, KY",14.3,40501,5.7
05000US21109,"Jackson County, KY",6.7,22213,15.4
05000US21111,"Jefferson County, KY",29.8,46701,3.3
05000US21113,"Jessamine County, KY",27.4,48299,4.4
05000US21115,"Johnson County, KY",9.8,34466,10.8
05000US21117,"Kenton County, KY",28.1,53900,4.4
05000US21119,"Knott County, KY",13.1,32482,8.6
05000US21121,"Knox County, KY",9.6,24193,3.9
05000US21123,"Larue County, KY",10.5,39103,8.7
05000US21125,"Laurel County, KY",13.1,36835,5.9
05000US21127,"Lawrence County, KY",9.8,32622,14.9
05000US21129,"Lee County, KY",5.5,22789,16.2
05000US21131,"Leslie County, KY",8.2,26386,11.6
05000US21133,"Letcher County, KY",10.8,29532,9.3
05000US21135,"Lewis County, KY",10.4,27311,13.2
05000US21137,"Lincoln County, KY",8.3,34454,9.5
05000US21139,"Livingston County, KY",11.2,40101,11.7
05000US21141,"Logan County, KY",11.6,35962,5.7
05000US21143,"Lyon County, KY",14.0,38414,7.2
05000US21145,"McCracken County, KY",21.2,44757,2.3
05000US21147,"McCreary County, KY",6.8,21758,9.8
05000US21149,"McLean County, KY",10.5,40563,6.8
05000US21151,"Madison County, KY",26.7,42020,6
05000US21153,"Magoffin County, KY",9.6,25461,16.8
05000US21155,"Marion County, KY",12.0,37710,5.7
05000US21157,"Marshall County, KY",16.1,44802,1.9
05000US21159,"Martin County, KY",9.2,25340,16.3
05000US21161,"Mason County, KY",14.3,39192,9.4
05000US21163,"Meade County, KY",12.4,45629,13
05000US21165,"Menifee County, KY",10.4,25988,19.8
05000US21167,"Mercer County, KY",17.8,44431,7.9
05000US21169,"Metcalfe County, KY",7.5,34100,4.7
05000US21171,"Monroe County, KY",10.5,27586,7.1
05000US21173,"Montgomery County, KY",15.4,35832,7.6
05000US21175,"Morgan County, KY",10.8,29154,16.5
05000US21177,"Muhlenberg County, KY",10.7,38835,7.4
05000US21179,"Nelson County, KY",15.0,43722,8.2
05000US21181,"Nicholas County, KY",12.6,41832,11.2
05000US21183,"Ohio County, KY",9.3,38286,7.6
05000US21185,"Oldham County, KY",39.3,83164,3.3
05000US21187,"Owen County, KY",18.1,41719,8.5
05000US21189,"Owsley County, KY",10.9,19624,2.4
05000US21191,"Pendleton County, KY",11.8,48761,17.5
05000US21193,"Perry County, KY",13.7,32676,7
05000US21195,"Pike County, KY",12.4,33227,8.1
05000US21197,"Powell County, KY",12.3,27555,14.8
05000US21199,"Pulaski County, KY",14.0,32788,5.9
05000US21201,"Robertson County, KY",10.3,29136,18
05000US21203,"Rockcastle County, KY",10.3,28178,11.6
05000US21205,"Rowan County, KY",23.9,33615,8.4
05000US21207,"Russell County, KY",11.5,29465,7
05000US21209,"Scott County, KY",27.0,60553,3.4
05000US21211,"Shelby County, KY",23.6,56267,4.6
05000US21213,"Simpson County, KY",15.2,40930,6.6
05000US21215,"Spencer County, KY",15.6,62652,7.9
05000US21217,"Taylor County, KY",14.0,35000,6
05000US21219,"Todd County, KY",9.3,40011,6.5
05000US21221,"Trigg County, KY",16.8,44144,6.2
05000US21223,"Trimble County, KY",14.9,52805,10.9
05000US21225,"Union County, KY",10.2,37445,6.2
05000US21227,"Warren County, KY",27.5,43509,3.2
05000US21229,"Washington County, KY",14.0,39748,12.9
05000US21231,"Wayne County, KY",8.5,27646,5.7
05000US21233,"Webster County, KY",9.0,41138,8.4
05000US21235,"Whitley County, KY",11.6,29876,3.6
05000US21237,"Wolfe County, KY",11.3,21168,16.3
05000US21239,"Woodford County, KY",30.1,56672,3.9
05000US22001,"Acadia Parish, LA",9.9,38686,11.7
05000US22003,"Allen Parish, LA",9.6,38899,15.8
05000US22005,"Ascension Parish, LA",23.3,67688,9.4
05000US22007,"Assumption Parish, LA",9.0,46410,16
05000US22009,"Avoyelles Parish, LA",9.6,34512,13.2
05000US22011,"Beauregard Parish, LA",15.7,46762,13.9
05000US22013,"Bienville Parish, LA",12.2,31229,13.4
05000US22015,"Bossier Parish, LA",23.3,53070,3.9
05000US22017,"Caddo Parish, LA",22.0,40497,3.4
05000US22019,"Calcasieu Parish, LA",19.8,44247,4.6
05000US22021,"Caldwell Parish, LA",11.1,40181,12.8
05000US22023,"Cameron Parish, LA",14.2,62353,9.2
05000US22025,"Catahoula Parish, LA",9.6,38205,20.4
05000US22027,"Claiborne Parish, LA",12.6,32316,11.2
05000US22029,"Concordia Parish, LA",11.8,28971,11.5
05000US22031,"De Soto Parish, LA",11.6,40200,6.7
05000US22033,"East Baton Rouge Parish, LA",33.7,48274,4.6
05000US22035,"East Carroll Parish, LA",10.7,25413,2.4
05000US22037,"East Feliciana Parish, LA",13.0,43868,11.8
05000US22039,"Evangeline Parish, LA",11.3,32125,13.6
05000US22041,"Franklin Parish, LA",11.9,32981,14.5
05000US22043,"Grant Parish, LA",11.0,38739,8.2
05000US22045,"Iberia Parish, LA",13.2,44611,7
05000US22047,"Iberville Parish, LA",12.4,44037,6
05000US22049,"Jackson Parish, LA",14.0,38757,9.5
05000US22051,"Jefferson Parish, LA",23.2,48522,4.9
05000US22053,"Jefferson Davis Parish, LA",12.0,41777,14.5
05000US22055,"Lafayette Parish, LA",27.5,49705,5.3
05000US22057,"Lafourche Parish, LA",15.0,50574,10.2
05000US22059,"LaSalle Parish, LA",13.6,43641,16.9
05000US22061,"Lincoln Parish, LA",33.6,35433,4.9
05000US22063,"Livingston Parish, LA",17.8,57150,15.9
05000US22065,"Madison Parish, LA",11.5,24700,3.3
05000US22067,"Morehouse Parish, LA",11.4,31447,8.3
05000US22069,"Natchitoches Parish, LA",20.6,32649,8.5
05000US22071,"Orleans Parish, LA",33.0,36681,5.4
05000US22073,"Ouachita Parish, LA",22.8,38899,4.1
05000US22075,"Plaquemines Parish, LA",16.2,57386,12.1
05000US22077,"Pointe Coupee Parish, LA",14.5,45196,14.5
05000US22079,"Rapides Parish, LA",18.3,40946,5.6
05000US22081,"Red River Parish, LA",11.0,36591,15
05000US22083,"Richland Parish, LA",12.4,39493,5.5
05000US22085,"Sabine Parish, LA",12.4,36914,14.4
05000US22087,"St. Bernard Parish, LA",11.4,40590,6
05000US22089,"St. Charles Parish, LA",20.0,59197,7.6
05000US22091,"St. Helena Parish, LA",10.4,32460,26.3
05000US22093,"St. James Parish, LA",12.7,53728,8
05000US22095,"St. John the Baptist Parish, LA",15.1,51040,9
05000US22097,"St. Landry Parish, LA",13.2,36183,10
05000US22099,"St. Martin Parish, LA",12.9,41137,7.2
05000US22101,"St. Mary Parish, LA",10.7,40738,8.7
05000US22103,"St. Tammany Parish, LA",30.0,60813,15
05000US22105,"Tangipahoa Parish, LA",19.3,40491,15
05000US22107,"Tensas Parish, LA",10.5,29888,5.5
05000US22109,"Terrebonne Parish, LA",13.8,49545,8.3
05000US22111,"Union Parish, LA",13.1,36507,9.4
05000US22113,"Vermilion Parish, LA",12.5,44339,10.3
05000US22115,"Vernon Parish, LA",17.8,46260,5.5
05000US22117,"Washington Parish, LA",11.1,30490,15.3
05000US22119,"Webster Parish, LA",13.6,35896,9
05000US22121,"West Baton Rouge Parish, LA",16.6,50788,4.6
05000US22123,"West Carroll Parish, LA",9.7,33665,7.8
05000US22125,"West Feliciana Parish, LA",18.7,58212,10
05000US22127,"Winn Parish, LA",12.0,33853,13.4
05000US23001,"Androscoggin County, ME",18.6,44826,5.3
05000US23003,"Aroostook County, ME",16.5,37434,3.7
05000US23005,"Cumberland County, ME",40.2,57159,5.4
05000US23007,"Franklin County, ME",22.7,39416,8.8
05000US23009,"Hancock County, ME",32.2,48635,5.7
05000US23011,"Kennebec County, ME",24.2,47424,6.8
05000US23013,"Knox County, ME",29.1,47714,4.5
05000US23015,"Lincoln County, ME",31.6,50494,6.2
05000US23017,"Oxford County, ME",18.2,41434,10.6
05000US23019,"Penobscot County, ME",23.4,43382,6.2
05000US23021,"Piscataquis County, ME",16.2,36606,12.1
05000US23023,"Sagadahoc County, ME",31.3,55634,3.5
05000US23025,"Somerset County, ME",14.8,38141,9.9
05000US23027,"Waldo County, ME",26.4,42238,8.7
05000US23029,"Washington County, ME",19.2,36486,5.2
05000US23031,"York County, ME",28.6,56656,8
05000US24001,"Allegany County, MD",16.1,39087,8.1
05000US24003,"Anne Arundel County, MD",36.8,86987,11.7
05000US24005,"Baltimore County, MD",35.3,66068,8.5
05000US24009,"Calvert County, MD",29.5,92395,26.9
05000US24011,"Caroline County, MD",14.3,60735,18.5
05000US24013,"Carroll County, MD",31.9,83155,17.5
05000US24015,"Cecil County, MD",21.3,66025,11.3
05000US24017,"Charles County, MD",26.6,93063,30.1
05000US24019,"Dorchester County, MD",17.9,46199,8.2
05000US24021,"Frederick County, MD",37.5,83706,20.6
05000US24023,"Garrett County, MD",18.1,45354,4.7
05000US24025,"Harford County, MD",31.5,80441,13.2
05000US24027,"Howard County, MD",59.5,107821,12.3
05000US24029,"Kent County, MD",30.7,54614,14
05000US24031,"Montgomery County, MD",56.9,96985,15.6
05000US24033,"Prince George's County, MD",29.5,73568,18.5
05000US24035,"Queen Anne's County, MD",31.2,86013,18.8
05000US24037,"St. Mary's County, MD",28.4,85032,14.8
05000US24039,"Somerset County, MD",15.3,41558,5.8
05000US24041,"Talbot County, MD",32.5,62942,12.2
05000US24043,"Washington County, MD",18.7,54561,12.6
05000US24045,"Wicomico County, MD",26.7,50639,5.6
05000US24047,"Worcester County, MD",27.4,58138,4.9
05000US24510,"Baltimore city, MD",26.1,40803,12.7
05000US25001,"Barnstable County, MA",39.9,60424,9.4
05000US25003,"Berkshire County, MA",29.8,47513,5.2
05000US25005,"Bristol County, MA",25.2,55995,10.5
05000US25007,"Dukes County, MA",40.2,65896,4
05000US25009,"Essex County, MA",36.4,66918,11.9
05000US25011,"Franklin County, MA",32.9,53298,6.6
05000US25013,"Hampden County, MA",24.2,49729,4.9
05000US25015,"Hampshire County, MA",42.4,61264,5.1
05000US25017,"Middlesex County, MA",50.2,81420,9.3
05000US25019,"Nantucket County, MA",43.6,83546,1.1
05000US25021,"Norfolk County, MA",48.3,84087,13.3
05000US25023,"Plymouth County, MA",33.0,74722,17
05000US25025,"Suffolk County, MA",39.7,52700,9.6
05000US25027,"Worcester County, MA",33.8,65968,10.8
05000US26001,"Alcona County, MI",13.2,36931,3.4
05000US26003,"Alger County, MI",17.0,38348,5.5
05000US26005,"Allegan County, MI",19.9,51030,4.2
05000US26007,"Alpena County, MI",16.0,38900,2.7
05000US26009,"Antrim County, MI",23.9,43171,6.3
05000US26011,"Arenac County, MI",11.0,36937,12.9
05000US26013,"Baraga County, MI",11.6,39594,4.3
05000US26015,"Barry County, MI",17.3,53541,5.4
05000US26017,"Bay County, MI",18.6,46068,3.8
05000US26019,"Benzie County, MI",24.1,47491,6
05000US26021,"Berrien County, MI",24.2,43471,3.3
05000US26023,"Branch County, MI",13.8,42995,6.6
05000US26025,"Calhoun County, MI",18.9,42164,3.8
05000US26027,"Cass County, MI",16.9,45462,4.9
05000US26029,"Charlevoix County, MI",25.4,47177,3.4
05000US26031,"Cheboygan County, MI",16.6,38166,7.8
05000US26033,"Chippewa County, MI",17.7,41114,2.8
05000US26035,"Clare County, MI",11.1,33334,8.7
05000US26037,"Clinton County, MI",27.8,58231,5
05000US26039,"Crawford County, MI",15.2,39982,7.2
05000US26041,"Delta County, MI",17.9,42504,4.7
05000US26043,"Dickinson County, MI",18.9,44272,2.7
05000US26045,"Eaton County, MI",24.9,55301,4.5
05000US26047,"Emmet County, MI",31.1,50686,3.5
05000US26049,"Genesee County, MI",19.0,42730,9.7
05000US26051,"Gladwin County, MI",11.6,38571,11.2
05000US26053,"Gogebic County, MI",18.7,34397,5.1
05000US26055,"Grand Traverse County, MI",29.6,51641,4.1
05000US26057,"Gratiot County, MI",13.4,40224,6
05000US26059,"Hillsdale County, MI",14.8,42668,7.9
05000US26061,"Houghton County, MI",27.7,34453,2.7
05000US26063,"Huron County, MI",14.1,40349,6.8
05000US26065,"Ingham County, MI",35.8,45567,5
05000US26067,"Ionia County, MI",13.8,47580,6.8
05000US26069,"Iosco County, MI",13.9,35396,5.6
05000US26071,"Iron County, MI",17.7,35551,5.1
05000US26073,"Isabella County, MI",25.2,35927,5
05000US26075,"Jackson County, MI",18.5,46572,6.8
05000US26077,"Kalamazoo County, MI",33.7,46011,3.5
05000US26079,"Kalkaska County, MI",11.6,39849,8.7
05000US26081,"Kent County, MI",30.9,51030,3.7
05000US26083,"Keweenaw County, MI",23.6,42406,5
05000US26085,"Lake County, MI",8.2,30390,9.6
05000US26087,"Lapeer County, MI",16.8,52369,18.3
05000US26089,"Leelanau County, MI",39.0,53982,3.7
05000US26091,"Lenawee County, MI",19.4,48528,9.8
05000US26093,"Livingston County, MI",31.8,72396,12.5
05000US26095,"Luce County, MI",13.8,42414,5.5
05000US26097,"Mackinac County, MI",18.7,38507,5.2
05000US26099,"Macomb County, MI",22.2,53628,6.7
05000US26101,"Manistee County, MI",17.7,41228,5.2
05000US26103,"Marquette County, MI",28.4,45349,3.4
05000US26105,"Mason County, MI",19.4,40957,3.8
05000US26107,"Mecosta County, MI",21.5,38332,8.9
05000US26109,"Menominee County, MI",13.8,40865,5.4
05000US26111,"Midland County, MI",32.0,52947,2.6
05000US26113,"Missaukee County, MI",13.5,40406,6.4
05000US26115,"Monroe County, MI",17.6,54588,5.2
05000US26117,"Montcalm County, MI",12.8,40707,11.6
05000US26119,"Montmorency County, MI",10.5,34955,6.6
05000US26121,"Muskegon County, MI",16.8,40843,4.1
05000US26123,"Newaygo County, MI",13.2,43180,11.8
05000US26125,"Oakland County, MI",42.7,65637,5.6
05000US26127,"Oceana County, MI",14.7,39667,7.5
05000US26129,"Ogemaw County, MI",10.8,35320,9
05000US26131,"Ontonagon County, MI",16.7,33769,10
05000US26133,"Osceola County, MI",13.1,37825,6.2
05000US26135,"Oscoda County, MI",9.6,33942,8.6
05000US26137,"Otsego County, MI",18.9,47140,6.9
05000US26139,"Ottawa County, MI",29.3,55760,2.4
05000US26141,"Presque Isle County, MI",15.9,39109,8.2
05000US26143,"Roscommon County, MI",14.5,34765,7.8
05000US26145,"Saginaw County, MI",18.8,42828,5
05000US26147,"St. Clair County, MI",15.5,47877,12.7
05000US26149,"St. Joseph County, MI",14.3,44214,4.5
05000US26151,"Sanilac County, MI",11.7,40019,13.9
05000US26153,"Schoolcraft County, MI",12.3,37468,7
05000US26155,"Shiawassee County, MI",14.5,47106,9.7
05000US26157,"Tuscola County, MI",12.8,43463,11.3
05000US26159,"Van Buren County, MI",18.4,44425,6.4
05000US26161,"Washtenaw County, MI",50.8,59063,5.3
05000US26163,"Wayne County, MI",20.8,41504,5.3
05000US26165,"Wexford County, MI",15.9,40660,5.7
05000US27001,"Aitkin County, MN",14.6,41191,8.9
05000US27003,"Anoka County, MN",26.2,69916,6.6
05000US27005,"Becker County, MN",21.3,49159,7.5
05000US27007,"Beltrami County, MN",28.0,44038,4.9
05000US27009,"Benton County, MN",20.2,51365,6.7
05000US27011,"Big Stone County, MN",15.4,45545,4.3
05000US27013,"Blue Earth County, MN",30.8,49306,3.6
05000US27015,"Brown County, MN",19.5,47915,2.8
05000US27017,"Carlton County, MN",21.9,52943,4.3
05000US27019,"Carver County, MN",43.5,83275,5.1
05000US27021,"Cass County, MN",19.7,43992,5.6
05000US27023,"Chippewa County, MN",17.0,46579,4
05000US27025,"Chisago County, MN",19.0,66592,14.5
05000US27027,"Clay County, MN",30.3,52136,3.1
05000US27029,"Clearwater County, MN",14.1,41896,9.5
05000US27031,"Cook County, MN",36.3,50309,3.6
05000US27033,"Cottonwood County, MN",18.3,43225,2.5
05000US27035,"Crow Wing County, MN",22.0,46822,4.9
05000US27037,"Dakota County, MN",38.4,73288,3.9
05000US27039,"Dodge County, MN",22.0,66959,4.4
05000US27041,"Douglas County, MN",23.6,50365,4.7
05000US27043,"Faribault County, MN",16.6,43835,4.8
05000US27045,"Fillmore County, MN",18.5,48717,9.2
05000US27047,"Freeborn County, MN",14.3,43962,4
05000US27049,"Goodhue County, MN",22.5,55603,7.3
05000US27051,"Grant County, MN",18.4,47333,5.7
05000US27053,"Hennepin County, MN",45.5,63559,3.4
05000US27055,"Houston County, MN",23.2,53453,3.7
05000US27057,"Hubbard County, MN",22.0,45623,6.9
05000US27059,"Isanti County, MN",16.9,58775,18.2
05000US27061,"Itasca County, MN",20.8,46180,6.1
05000US27063,"Jackson County, MN",17.3,49886,6
05000US27065,"Kanabec County, MN",13.6,46323,20.3
05000US27067,"Kandiyohi County, MN",21.4,50156,4.5
05000US27069,"Kittson County, MN",20.7,49301,5.3
05000US27071,"Koochiching County, MN",17.5,40167,6.4
05000US27073,"Lac qui Parle County, MN",16.9,50203,3.3
05000US27075,"Lake County, MN",20.2,47210,5.1
05000US27077,"Lake of the Woods County, MN",14.8,41979,5.6
05000US27079,"Le Sueur County, MN",21.9,57831,7.8
05000US27081,"Lincoln County, MN",17.5,47778,3
05000US27083,"Lyon County, MN",26.1,47256,3.3
05000US27085,"McLeod County, MN",18.0,55275,10.2
05000US27087,"Mahnomen County, MN",13.8,39442,7.4
05000US27089,"Marshall County, MN",17.0,51000,5.7
05000US27091,"Martin County, MN",18.4,46790,3.3
05000US27093,"Meeker County, MN",16.6,52705,9.6
05000US27095,"Mille Lacs County, MN",14.6,46363,15.6
05000US27097,"Morrison County, MN",15.8,47110,8
05000US27099,"Mower County, MN",16.2,46239,3.6
05000US27101,"Murray County, MN",16.3,50039,3.4
05000US27103,"Nicollet County, MN",33.1,59490,4
05000US27105,"Nobles County, MN",14.4,47539,3.1
05000US27107,"Norman County, MN",14.1,45000,9.9
05000US27109,"Olmsted County, MN",40.4,66667,3.2
05000US27111,"Otter Tail County, MN",22.1,47579,6.6
05000US27113,"Pennington County, MN",16.0,47880,4.2
05000US27115,"Pine County, MN",13.4,44291,16.2
05000US27117,"Pipestone County, MN",16.5,44817,6.2
05000US27119,"Polk County, MN",22.9,49859,3.7
05000US27121,"Pope County, MN",19.1,51148,4.6
05000US27123,"Ramsey County, MN",39.2,53152,3.5
05000US27125,"Red Lake County, MN",14.4,48750,5.9
05000US27127,"Redwood County, MN",15.8,46071,3.5
05000US27129,"Renville County, MN",15.2,49800,3.5
05000US27131,"Rice County, MN",27.9,60438,7.9
05000US27133,"Rock County, MN",18.3,45660,4.7
05000US27135,"Roseau County, MN",17.0,50620,3.2
05000US27137,"St. Louis County, MN",25.9,46231,4.1
05000US27139,"Scott County, MN",37.5,84571,5
05000US27141,"Sherburne County, MN",24.4,72041,15.3
05000US27143,"Sibley County, MN",14.2,52996,8.7
05000US27145,"Stearns County, MN",24.2,53861,6.1
05000US27147,"Steele County, MN",24.8,58403,5.4
05000US27149,"Stevens County, MN",26.6,52819,2.2
05000US27151,"Swift County, MN",15.9,45984,2.4
05000US27153,"Todd County, MN",12.9,45287,7
05000US27155,"Traverse County, MN",16.0,44025,2.2
05000US27157,"Wabasha County, MN",19.1,53537,4.8
05000US27159,"Wadena County, MN",13.4,35767,7.4
05000US27161,"Waseca County, MN",18.9,53433,4.3
05000US27163,"Washington County, MN",40.1,80747,4.4
05000US27165,"Watonwan County, MN",15.3,49210,3.1
05000US27167,"Wilkin County, MN",16.5,52970,5.2
05000US27169,"Winona County, MN",26.2,46900,3.6
05000US27171,"Wright County, MN",26.3,70930,11.2
05000US27173,"Yellow Medicine County, MN",17.2,52134,3.4
05000US28001,"Adams County, MS",17.6,27486,5.3
05000US28003,"Alcorn County, MS",17.1,32846,7.1
05000US28005,"Amite County, MS",10.8,30471,20.9
05000US28007,"Attala County, MS",17.9,31102,15
05000US28009,"Benton County, MS",11.5,26899,26.4
05000US28011,"Bolivar County, MS",20.4,27768,3.7
05000US28013,"Calhoun County, MS",10.0,30768,9.7
05000US28015,"Carroll County, MS",13.6,30568,2.6
05000US28017,"Chickasaw County, MS",11.6,31028,6
05000US28019,"Choctaw County, MS",12.5,30180,9.1
05000US28021,"Claiborne County, MS",16.5,24078,6.1
05000US28023,"Clarke County, MS",10.1,31831,9.7
05000US28025,"Clay County, MS",17.2,31228,7.4
05000US28027,"Coahoma County, MS",17.3,25574,6.3
05000US28029,"Copiah County, MS",13.3,36645,7.3
05000US28031,"Covington County, MS",14.0,32345,9.5
05000US28033,"DeSoto County, MS",21.2,58851,3.6
05000US28035,"Forrest County, MS",26.7,35459,5
05000US28037,"Franklin County, MS",10.5,31819,21.6
05000US28039,"George County, MS",10.8,46263,24.1
05000US28041,"Greene County, MS",7.9,38836,28.7
05000US28043,"Grenada County, MS",16.0,35912,8.4
05000US28045,"Hancock County, MS",23.0,43727,11.5
05000US28047,"Harrison County, MS",21.0,43593,4.3
05000US28049,"Hinds County, MS",27.4,38152,2.4
05000US28051,"Holmes County, MS",11.8,22335,14.3
05000US28053,"Humphreys County, MS",11.4,24783,4.7
05000US28055,"Issaquena County, MS",6.3,24474,8.7
05000US28057,"Itawamba County, MS",13.4,36235,5.4
05000US28059,"Jackson County, MS",19.2,49750,5
05000US28061,"Jasper County, MS",13.7,30998,9.1
05000US28063,"Jefferson County, MS",20.9,20281,9.5
05000US28065,"Jefferson Davis County, MS",14.3,27201,13.6
05000US28067,"Jones County, MS",16.6,38233,5.4
05000US28069,"Kemper County, MS",10.4,27471,7.1
05000US28071,"Lafayette County, MS",39.2,42688,5.4
05000US28073,"Lamar County, MS",31.9,50743,7.6
05000US28075,"Lauderdale County, MS",18.8,36814,4.3
05000US28077,"Lawrence County, MS",13.3,38364,18.3
05000US28079,"Leake County, MS",10.5,30862,18
05000US28081,"Lee County, MS",21.4,41242,2.5
05000US28083,"Leflore County, MS",17.4,23659,5.1
05000US28085,"Lincoln County, MS",16.5,37176,12.4
05000US28087,"Lowndes County, MS",20.1,37508,5.1
05000US28089,"Madison County, MS",45.7,60195,3.7
05000US28091,"Marion County, MS",13.2,31865,13.7
05000US28093,"Marshall County, MS",10.7,34459,11.4
05000US28095,"Monroe County, MS",12.9,35370,5
05000US28097,"Montgomery County, MS",13.3,30440,8.5
05000US28099,"Neshoba County, MS",12.0,37893,7.8
05000US28101,"Newton County, MS",13.3,35907,8.3
05000US28103,"Noxubee County, MS",11.1,22652,17.9
05000US28105,"Oktibbeha County, MS",43.1,29430,4.7
05000US28107,"Panola County, MS",14.9,36147,9.9
05000US28109,"Pearl River County, MS",14.5,41940,20.4
05000US28111,"Perry County, MS",7.4,35942,11.1
05000US28113,"Pike County, MS",15.8,35212,8.6
05000US28115,"Pontotoc County, MS",11.9,40260,5.5
05000US28117,"Prentiss County, MS",11.5,33294,3.3
05000US28119,"Quitman County, MS",11.8,23115,6.9
05000US28121,"Rankin County, MS",28.2,57593,3.7
05000US28123,"Scott County, MS",9.7,35074,8.3
05000US28125,"Sharkey County, MS",19.1,32340,8.1
05000US28127,"Simpson County, MS",14.0,37977,19.1
05000US28129,"Smith County, MS",14.5,36519,14.7
05000US28131,"Stone County, MS",14.6,42862,14
05000US28133,"Sunflower County, MS",13.1,26611,3
05000US28135,"Tallahatchie County, MS",8.4,27689,8.4
05000US28137,"Tate County, MS",15.2,43277,9.4
05000US28139,"Tippah County, MS",11.1,34523,8
05000US28141,"Tishomingo County, MS",10.6,32878,6.8
05000US28143,"Tunica County, MS",14.5,30463,4.5
05000US28145,"Union County, MS",14.8,36582,4.5
05000US28147,"Walthall County, MS",13.1,32260,16
05000US28149,"Warren County, MS",24.0,40876,4.8
05000US28151,"Washington County, MS",18.5,27610,3.6
05000US28153,"Wayne County, MS",9.7,30783,14.4
05000US28155,"Webster County, MS",18.2,35391,9.1
05000US28157,"Wilkinson County, MS",10.0,35960,17
05000US28159,"Winston County, MS",16.7,32094,9.1
05000US28161,"Yalobusha County, MS",11.4,32343,4.1
05000US28163,"Yazoo County, MS",12.5,26769,10.7
05000US29001,"Adair County, MO",26.3,33284,2.9
05000US29003,"Andrew County, MO",20.5,57406,6.5
05000US29005,"Atchison County, MO",21.4,46059,5.9
05000US29007,"Audrain County, MO",13.3,41387,5.3
05000US29009,"Barry County, MO",13.3,38153,7.3
05000US29011,"Barton County, MO",15.6,39576,7.4
05000US29013,"Bates County, MO",10.9,39371,15.9
05000US29015,"Benton County, MO",11.5,33349,12.9
05000US29017,"Bollinger County, MO",10.5,37016,12.7
05000US29019,"Boone County, MO",47.3,47786,2.2
05000US29021,"Buchanan County, MO",20.3,44181,4.9
05000US29023,"Butler County, MO",14.3,34343,2.4
05000US29025,"Caldwell County, MO",14.4,41324,18.6
05000US29027,"Callaway County, MO",22.5,50516,2.3
05000US29029,"Camden County, MO",20.8,44577,5.2
05000US29031,"Cape Girardeau County, MO",27.3,46154,3.5
05000US29033,"Carroll County, MO",16.8,44858,11.2
05000US29035,"Carter County, MO",13.5,27209,7.8
05000US29037,"Cass County, MO",22.3,60595,6.2
05000US29039,"Cedar County, MO",14.4,31677,11
05000US29041,"Chariton County, MO",13.6,40538,5
05000US29043,"Christian County, MO",26.6,53549,3.1
05000US29045,"Clark County, MO",11.0,40466,7.7
05000US29047,"Clay County, MO",30.6,60560,3.1
05000US29049,"Clinton County, MO",17.8,53234,9.2
05000US29051,"Cole County, MO",31.1,55465,1.8
05000US29053,"Cooper County, MO",18.2,45200,4.7
05000US29055,"Crawford County, MO",12.0,35794,14.9
05000US29057,"Dade County, MO",10.8,34000,11.3
05000US29059,"Dallas County, MO",14.8,40286,9.6
05000US29061,"Daviess County, MO",16.7,42617,17.2
05000US29063,"DeKalb County, MO",9.8,43898,9.3
05000US29065,"Dent County, MO",11.5,36288,8.2
05000US29067,"Douglas County, MO",11.1,31277,18.4
05000US29069,"Dunklin County, MO",10.4,30379,4.6
05000US29071,"Franklin County, MO",17.3,48322,12.5
05000US29073,"Gasconade County, MO",15.5,41304,12
05000US29075,"Gentry County, MO",13.1,38465,7.8
05000US29077,"Greene County, MO",27.9,41458,2.7
05000US29079,"Grundy County, MO",14.8,37533,9.2
05000US29081,"Harrison County, MO",9.2,36909,6.5
05000US29083,"Henry County, MO",15.1,39551,11.3
05000US29085,"Hickory County, MO",10.2,29400,19.6
05000US29087,"Holt County, MO",15.2,42706,4.4
05000US29089,"Howard County, MO",22.6,42104,5.4
05000US29091,"Howell County, MO",16.2,34148,2.4
05000US29093,"Iron County, MO",10.4,33333,8.5
05000US29095,"Jackson County, MO",27.3,47023,3.1
05000US29097,"Jasper County, MO",19.7,39908,3.2
05000US29099,"Jefferson County, MO",16.9,55743,9.5
05000US29101,"Johnson County, MO",24.6,47960,8.4
05000US29103,"Knox County, MO",16.3,32500,6.4
05000US29105,"Laclede County, MO",13.4,39101,5.9
05000US29107,"Lafayette County, MO",16.8,51917,10
05000US29109,"Lawrence County, MO",14.8,38568,4.3
05000US29111,"Lewis County, MO",12.5,41758,3.9
05000US29113,"Lincoln County, MO",13.2,53822,16.5
