geoid,name,PctBachHigher,MedHHIncome,PctTravel60MinMore
05000US13243,"Randolph County, GA",14.4,32688,7.1
05000US13245,"Richmond County, GA",19.8,38952,2.9
05000US13247,"Rockdale County, GA",25.0,54704,17.4
05000US13249,"Schley County, GA",13.4,40612,15.4
05000US13251,"Screven County, GA",11.7,34634,15.6
05000US13253,"Seminole County, GA",11.9,28909,4.6
05000US13255,"Spalding County, GA",15.6,40655,10.8
05000US13257,"Stephens County, GA",14.7,37535,5.9
05000US13259,"Stewart County, GA",8.3,28222,16
05000US13261,"Sumter County, GA",19.8,33528,5.1
05000US13263,"Talbot County, GA",12.1,26750,10.4
05000US13265,"Taliaferro County, GA",10.5,24390,5.5
05000US13267,"Tattnall County, GA",11.3,36520,9.6
05000US13269,"Taylor County, GA",8.8,28402,15.9
05000US13271,"Telfair County, GA",12.3,24469,5.9
05000US13273,"Terrell County, GA",8.3,32855,2.1
05000US13275,"Thomas County, GA",16.7,31471,5.9
05000US13277,"Tift County, GA",17.1,37033,4
05000US13279,"Toombs County, GA",14.7,31757,6.6
05000US13281,"Towns County, GA",22.2,35843,5.6
05000US13283,"Treutlen County, GA",9.1,35960,2.4
05000US13285,"Troup County, GA",19.7,40246,4.9
05000US13287,"Turner County, GA",12.0,27056,7.7
05000US13289,"Twiggs County, GA",10.9,30533,5.3
05000US13291,"Union County, GA",20.6,42125,8.2
05000US13293,"Upson County, GA",11.0,34905,8
05000US13295,"Walker County, GA",13.9,38504,5.3
05000US13297,"Walton County, GA",18.9,52062,15.9
05000US13299,"Ware County, GA",14.0,34700,6
05000US13301,"Warren County, GA",6.5,32155,8.1
05000US13303,"Washington County, GA",10.9,31441,7.3
05000US13305,"Wayne County, GA",11.3,36496,11.4
05000US13307,"Webster County, GA",11.9,29926,6.3
05000US13309,"Wheeler County, GA",8.4,27601,4.4
05000US13311,"White County, GA",20.0,40720,11.3
05000US13313,"Whitfield County, GA",14.7,41832,2.9
05000US13315,"Wilcox County, GA",8.2,31509,13.1
05000US13317,"Wilkes County, GA",13.8,28224,10.3
05000US13319,"Wilkinson County, GA",11.5,40331,5
05000US13321,"Worth County, GA",8.9,39205,5.7
05000US15001,"Hawaii County, HI",25.6,52098,9.5
05000US15003,"Honolulu County, HI",31.5,72292,8.4
05000US15005,"Kalawao County, HI",49.2,66250,4.1
05000US15007,"Kauai County, HI",24.9,64752,3.1
05000US15009,"Maui County, HI",25.1,64058,4.5
05000US16001,"Ada County, ID",35.3,55499,2.5
05000US16003,"Adams County, ID",19.4,35756,3.7
05000US16005,"Bannock County, ID",27.2,45860,6.2
05000US16007,"Bear Lake County, ID",13.8,40242,7.2
05000US16009,"Benewah County, ID",13.2,38536,11.6
05000US16011,"Bingham County, ID",17.4,46817,6
05000US16013,"Blaine County, ID",44.0,60160,4.2
05000US16015,"Boise County, ID",21.4,45403,22.4
05000US16017,"Bonner County, ID",21.5,41379,8.1
05000US16019,"Bonneville County, ID",26.5,51254,7.2
05000US16021,"Boundary County, ID",14.2,36300,6.2
05000US16023,"Butte County, ID",17.9,40150,6.4
05000US16025,"Camas County, ID",21.6,40515,17.3
05000US16027,"Canyon County, ID",16.6,42691,3.7
05000US16029,"Caribou County, ID",14.6,52134,8.1
05000US16031,"Cassia County, ID",16.1,43039,3
05000US16033,"Clark County, ID",12.7,35833,1.9
05000US16035,"Clearwater County, ID",15.0,41914,11.9
05000US16037,"Custer County, ID",25.9,41698,7
05000US16039,"Elmore County, ID",15.3,43886,4.7
05000US16041,"Franklin County, ID",18.0,47598,7.6
05000US16043,"Fremont County, ID",19.1,43053,7.9
05000US16045,"Gem County, ID",14.2,41976,14.1
05000US16047,"Gooding County, ID",12.4,37910,5.8
05000US16049,"Idaho County, ID",14.8,37067,6.6
05000US16051,"Jefferson County, ID",21.2,52980,8
05000US16053,"Jerome County, ID",14.8,40309,3.2
05000US16055,"Kootenai County, ID",23.8,49151,4.2
05000US16057,"Latah County, ID",42.9,39466,3.3
05000US16059,"Lemhi County, ID",20.1,36372,5
05000US16061,"Lewis County, ID",16.2,37340,8.2
05000US16063,"Lincoln County, ID",12.1,43926,19.6
05000US16065,"Madison County, ID",31.9,33776,3.7
05000US16067,"Minidoka County, ID",10.3,43301,3
05000US16069,"Nez Perce County, ID",20.8,45587,3
05000US16071,"Oneida County, ID",12.1,44298,9.5
05000US16073,"Owyhee County, ID",8.7,33626,9.7
05000US16075,"Payette County, ID",14.8,42747,5.1
05000US16077,"Power County, ID",15.0,41950,2.8
05000US16079,"Shoshone County, ID",13.7,38273,5.1
05000US16081,"Teton County, ID",33.3,56532,10.3
05000US16083,"Twin Falls County, ID",16.0,42639,2.8
05000US16085,"Valley County, ID",34.4,51953,4.5
05000US16087,"Washington County, ID",15.8,36311,10
05000US17001,"Adams County, IL",21.0,45691,2.3
05000US17003,"Alexander County, IL",8.9,27248,12.6
05000US17005,"Bond County, IL",20.2,47705,8.4
05000US17007,"Boone County, IL",19.9,63670,15.7
05000US17009,"Brown County, IL",12.7,43915,7.1
05000US17011,"Bureau County, IL",16.8,48102,7
05000US17013,"Calhoun County, IL",14.6,47399,30.5
05000US17015,"Carroll County, IL",15.8,48456,7.2
05000US17017,"Cass County, IL",12.0,43180,8.3
05000US17019,"Champaign County, IL",42.2,45088,2.5
05000US17021,"Christian County, IL",13.0,44211,5.4
05000US17023,"Clark County, IL",17.6,47176,5.7
05000US17025,"Clay County, IL",13.9,39966,4.8
05000US17027,"Clinton County, IL",19.8,60661,9.3
05000US17029,"Coles County, IL",24.1,38088,4.8
05000US17031,"Cook County, IL",34.3,54648,13.5
05000US17033,"Crawford County, IL",15.6,44617,5.1
05000US17035,"Cumberland County, IL",12.3,44430,4.4
05000US17037,"DeKalb County, IL",29.0,53575,11
05000US17039,"De Witt County, IL",17.1,49626,3
05000US17041,"Douglas County, IL",15.6,50589,4
05000US17043,"DuPage County, IL",45.9,78538,12
05000US17045,"Edgar County, IL",16.0,42730,9.6
05000US17047,"Edwards County, IL",11.4,39238,5
05000US17049,"Effingham County, IL",19.3,51009,3.7
05000US17051,"Fayette County, IL",13.9,43724,8.3
05000US17053,"Ford County, IL",17.0,50203,5.8
05000US17055,"Franklin County, IL",12.9,37158,6
05000US17057,"Fulton County, IL",14.4,43363,11.5
05000US17059,"Gallatin County, IL",9.8,38934,12.3
05000US17061,"Greene County, IL",12.5,42556,15.8
05000US17063,"Grundy County, IL",19.1,63840,13.2
05000US17065,"Hamilton County, IL",14.6,37904,11.2
05000US17067,"Hancock County, IL",18.4,42494,6.7
05000US17069,"Hardin County, IL",12.3,35632,4.9
05000US17071,"Henderson County, IL",15.3,49612,4.4
05000US17073,"Henry County, IL",19.8,52284,5.9
05000US17075,"Iroquois County, IL",14.1,47908,8.6
05000US17077,"Jackson County, IL",36.0,32819,2.6
05000US17079,"Jasper County, IL",15.5,48703,5
05000US17081,"Jefferson County, IL",15.9,42272,5.5
05000US17083,"Jersey County, IL",15.8,53692,12.4
05000US17085,"Jo Daviess County, IL",22.8,52164,6.9
05000US17087,"Johnson County, IL",14.9,42027,6.1
05000US17089,"Kane County, IL",31.9,68674,11.5
05000US17091,"Kankakee County, IL",16.9,49994,9.6
05000US17093,"Kendall County, IL",34.2,83835,18.1
05000US17095,"Knox County, IL",16.9,40419,5.6
05000US17097,"Lake County, IL",41.8,79085,12.9
05000US17099,"LaSalle County, IL",15.7,52356,8.3
05000US17101,"Lawrence County, IL",9.5,39324,3.9
05000US17103,"Lee County, IL",14.9,50342,8.9
05000US17105,"Livingston County, IL",13.8,54339,7.3
05000US17107,"Logan County, IL",17.3,46647,3.9
05000US17109,"McDonough County, IL",32.9,35812,3.9
05000US17111,"McHenry County, IL",32.5,77325,18.6
05000US17113,"McLean County, IL",41.8,61049,3.2
05000US17115,"Macon County, IL",21.9,46165,3.9
05000US17117,"Macoupin County, IL",15.7,48788,11.3
05000US17119,"Madison County, IL",23.5,52756,4.4
05000US17121,"Marion County, IL",13.7,41723,7.1
05000US17123,"Marshall County, IL",16.5,52565,9.3
05000US17125,"Mason County, IL",14.9,42394,10.3
05000US17127,"Massac County, IL",16.7,42190,4.1
05000US17129,"Menard County, IL",21.0,59428,5
05000US17131,"Mercer County, IL",14.1,52700,7.2
05000US17133,"Monroe County, IL",25.5,71033,7.9
05000US17135,"Montgomery County, IL",12.4,42261,9.7
05000US17137,"Morgan County, IL",20.8,46763,4.2
05000US17139,"Moultrie County, IL",13.8,50005,4.5
05000US17141,"Ogle County, IL",18.9,55590,6.8
05000US17143,"Peoria County, IL",28.8,50925,2.9
05000US17145,"Perry County, IL",14.6,42013,8.3
05000US17147,"Piatt County, IL",24.8,62125,3.7
05000US17149,"Pike County, IL",12.9,40445,7.4
05000US17151,"Pope County, IL",13.0,39854,11.4
05000US17153,"Pulaski County, IL",12.2,31795,7.6
05000US17155,"Putnam County, IL",14.5,54467,6.4
05000US17157,"Randolph County, IL",11.5,48383,9.9
05000US17159,"Richland County, IL",19.6,43240,3.7
05000US17161,"Rock Island County, IL",21.5,48205,2.6
05000US17163,"St. Clair County, IL",24.9,50490,4.9
05000US17165,"Saline County, IL",13.8,37139,6.5
05000US17167,"Sangamon County, IL",31.6,55355,3.2
05000US17169,"Schuyler County, IL",18.5,46934,8.7
05000US17171,"Scott County, IL",16.6,49746,7.2
05000US17173,"Shelby County, IL",14.8,46546,5.4
05000US17175,"Stark County, IL",15.8,51392,8.5
05000US17177,"Stephenson County, IL",18.3,44572,5.3
05000US17179,"Tazewell County, IL",23.6,55580,3
05000US17181,"Union County, IL",19.1,41869,7.2
05000US17183,"Vermilion County, IL",13.9,40961,3.9
05000US17185,"Wabash County, IL",16.3,45011,5.7
05000US17187,"Warren County, IL",18.7,41138,5.7
05000US17189,"Washington County, IL",18.8,54407,8.8
05000US17191,"Wayne County, IL",12.7,41446,5.8
05000US17193,"White County, IL",13.1,43151,10.6
05000US17195,"Whiteside County, IL",15.4,46193,5.6
05000US17197,"Will County, IL",32.1,76352,16.9
05000US17199,"Williamson County, IL",21.7,41596,4.2
05000US17201,"Winnebago County, IL",20.9,47573,5.9
05000US17203,"Woodford County, IL",26.3,68552,3.5
05000US18001,"Adams County, IN",14.5,45339,7.6
05000US18003,"Allen County, IN",26.4,50030,2.8
05000US18005,"Bartholomew County, IN",26.6,54481,4.8
05000US18007,"Benton County, IN",14.9,47828,6.3
05000US18009,"Blackford County, IN",10.0,39619,8.7
05000US18011,"Boone County, IN",39.5,68774,3.3
05000US18013,"Brown County, IN",22.6,48652,17.6
05000US18015,"Carroll County, IN",16.0,49935,4.2
05000US18017,"Cass County, IN",14.0,41135,5.4
05000US18019,"Clark County, IN",18.6,50559,4.2
05000US18021,"Clay County, IN",13.2,46817,8.2
05000US18023,"Clinton County, IN",13.4,48321,5
05000US18025,"Crawford County, IN",12.5,40027,15.3
05000US18027,"Daviess County, IN",11.8,45927,7.2
05000US18029,"Dearborn County, IN",17.8,58098,8
05000US18031,"Decatur County, IN",13.7,48298,9.1
05000US18033,"DeKalb County, IN",16.3,46065,4.9
05000US18035,"Delaware County, IN",22.2,38215,5.7
05000US18037,"Dubois County, IN",19.5,54168,4.9
05000US18039,"Elkhart County, IN",18.1,46712,2.6
05000US18041,"Fayette County, IN",8.4,36602,9.9
05000US18043,"Floyd County, IN",22.4,53208,3.7
05000US18045,"Fountain County, IN",11.1,45919,7.9
05000US18047,"Franklin County, IN",17.7,50271,11.5
05000US18049,"Fulton County, IN",14.7,40910,5.9
05000US18051,"Gibson County, IN",14.3,48524,3.3
05000US18053,"Grant County, IN",17.2,39751,5.1
05000US18055,"Greene County, IN",11.3,43850,10.1
05000US18057,"Hamilton County, IN",55.0,84821,4.9
05000US18059,"Hancock County, IN",25.4,62702,5.2
05000US18061,"Harrison County, IN",14.5,52184,10.6
05000US18063,"Hendricks County, IN",32.0,68283,4.1
05000US18065,"Henry County, IN",14.0,40197,9.8
05000US18067,"Howard County, IN",19.7,44452,7.4
05000US18069,"Huntington County, IN",15.9,46538,4.1
05000US18071,"Jackson County, IN",13.6,45883,4.8
05000US18073,"Jasper County, IN",14.5,57801,14.4
05000US18075,"Jay County, IN",9.8,40926,5.4
05000US18077,"Jefferson County, IN",17.0,43395,6.9
05000US18079,"Jennings County, IN",8.9,45273,8.7
05000US18081,"Johnson County, IN",25.9,62888,5.1
05000US18083,"Knox County, IN",14.6,41089,4.3
05000US18085,"Kosciusko County, IN",20.2,50822,5.1
05000US18087,"LaGrange County, IN",10.9,46625,4.9
05000US18089,"Lake County, IN",19.7,49315,10.8
05000US18091,"LaPorte County, IN",16.8,47754,6.8
05000US18093,"Lawrence County, IN",12.9,41600,6.6
05000US18095,"Madison County, IN",17.0,44245,8.6
05000US18097,"Marion County, IN",27.6,42603,3.7
05000US18099,"Marshall County, IN",15.9,47218,5.1
05000US18101,"Martin County, IN",11.2,44291,6.8
05000US18103,"Miami County, IN",9.9,39816,6.6
05000US18105,"Monroe County, IN",43.3,38675,4.5
05000US18107,"Montgomery County, IN",17.6,46026,5.2
05000US18109,"Morgan County, IN",15.6,56303,9.1
05000US18111,"Newton County, IN",8.8,49816,15.6
05000US18113,"Noble County, IN",12.6,46360,5.5
05000US18115,"Ohio County, IN",13.1,49591,12.1
05000US18117,"Orange County, IN",13.3,37410,11.7
05000US18119,"Owen County, IN",10.1,42707,16.1
05000US18121,"Parke County, IN",14.3,45489,7.8
05000US18123,"Perry County, IN",10.2,47132,6.9
05000US18125,"Pike County, IN",9.9,40760,5
05000US18127,"Porter County, IN",25.2,62457,8.9
05000US18129,"Posey County, IN",19.6,57777,3.5
05000US18131,"Pulaski County, IN",14.3,43506,10.1
05000US18133,"Putnam County, IN",16.6,50480,15.1
05000US18135,"Randolph County, IN",12.1,40910,4.4
05000US18137,"Ripley County, IN",14.9,49031,11.3
05000US18139,"Rush County, IN",13.9,46125,13.1
05000US18141,"St. Joseph County, IN",26.5,44989,2.8
05000US18143,"Scott County, IN",10.2,41610,6.9
05000US18145,"Shelby County, IN",15.5,51829,4.7
05000US18147,"Spencer County, IN",15.2,54832,8.2
05000US18149,"Starke County, IN",11.7,39909,12.4
05000US18151,"Steuben County, IN",19.7,48291,6.5
05000US18153,"Sullivan County, IN",13.4,45330,5.8
05000US18155,"Switzerland County, IN",9.3,44833,12.2
05000US18157,"Tippecanoe County, IN",35.7,44047,3.4
05000US18159,"Tipton County, IN",15.6,53368,8.1
05000US18161,"Union County, IN",18.2,44263,9.4
05000US18163,"Vanderburgh County, IN",22.0,43645,2.8
05000US18165,"Vermillion County, IN",13.9,41864,7.8
05000US18167,"Vigo County, IN",21.4,40547,5.5
05000US18169,"Wabash County, IN",16.0,44389,5
05000US18171,"Warren County, IN",14.0,51504,6.8
05000US18173,"Warrick County, IN",26.8,61948,3.4
05000US18175,"Washington County, IN",11.6,41125,11.6
05000US18177,"Wayne County, IN",17.1,39131,6.9
05000US18179,"Wells County, IN",15.6,49841,4.1
05000US18181,"White County, IN",14.7,48940,5.7
05000US18183,"Whitley County, IN",16.0,50568,3.8
05000US19001,"Adair County, IA",15.5,47872,8.9
05000US19003,"Adams County, IA",16.0,45099,6.9
05000US19005,"Allamakee County, IA",13.8,47539,6
05000US19007,"Appanoose County, IA",16.8,37866,6.4
05000US19009,"Audubon County, IA",15.9,47630,6.7
05000US19011,"Benton County, IA",18.3,57488,4.7
05000US19013,"Black Hawk County, IA",25.5,45610,2.8
05000US19015,"Boone County, IA",20.2,51284,4.5
05000US19017,"Bremer County, IA",27.5,60193,2.9
05000US19019,"Buchanan County, IA",17.8,54596,4.3
05000US19021,"Buena Vista County, IA",20.8,46947,2.5
05000US19023,"Butler County, IA",15.5,51348,4.7
05000US19025,"Calhoun County, IA",19.1,45097,3.5
05000US19027,"Carroll County, IA",17.6,48824,3.1
05000US19029,"Cass County, IA",16.5,43114,6.2
05000US19031,"Cedar County, IA",19.7,58433,3.9
05000US19033,"Cerro Gordo County, IA",21.0,44762,2.9
05000US19035,"Cherokee County, IA",19.1,47816,2.4
05000US19037,"Chickasaw County, IA",14.9,43741,6.1
05000US19039,"Clarke County, IA",12.9,44211,9.6
05000US19041,"Clay County, IA",18.7,46880,2.4
05000US19043,"Clayton County, IA",15.4,46617,6
05000US19045,"Clinton County, IA",17.3,49010,4.2
05000US19047,"Crawford County, IA",13.1,46601,2.4
05000US19049,"Dallas County, IA",42.1,71878,2.7
05000US19051,"Davis County, IA",16.1,46807,6.7
05000US19053,"Decatur County, IA",18.8,34942,7.6
05000US19055,"Delaware County, IA",15.2,51663,4.9
05000US19057,"Des Moines County, IA",19.5,43427,3.8
05000US19059,"Dickinson County, IA",27.1,53426,3.9
05000US19061,"Dubuque County, IA",26.4,50885,3.4
05000US19063,"Emmet County, IA",16.2,46547,4
05000US19065,"Fayette County, IA",18.0,42995,6.4
05000US19067,"Floyd County, IA",16.2,42386,3.7
05000US19069,"Franklin County, IA",15.3,49144,5
05000US19071,"Fremont County, IA",18.6,49245,7
05000US19073,"Greene County, IA",17.0,45816,5
05000US19075,"Grundy County, IA",21.3,56264,2.3
05000US19077,"Guthrie County, IA",18.5,49114,12.9
05000US19079,"Hamilton County, IA",16.7,45691,3.5
05000US19081,"Hancock County, IA",16.0,48695,6
05000US19083,"Hardin County, IA",18.4,47902,5.5
05000US19085,"Harrison County, IA",16.7,53939,7.7
05000US19087,"Henry County, IA",19.5,43843,3.5
05000US19089,"Howard County, IA",12.3,45300,5.4
05000US19091,"Humboldt County, IA",17.2,48710,3.2
05000US19093,"Ida County, IA",18.8,43690,3.4
05000US19095,"Iowa County, IA",21.1,57318,3.1
05000US19097,"Jackson County, IA",14.9,44854,6.2
05000US19099,"Jasper County, IA",17.2,48746,3.5
05000US19101,"Jefferson County, IA",30.1,48411,2.7
05000US19103,"Johnson County, IA",51.2,53993,2.2
05000US19105,"Jones County, IA",17.6,53562,7.1
05000US19107,"Keokuk County, IA",13.0,42688,7
05000US19109,"Kossuth County, IA",17.9,49431,3.3
05000US19111,"Lee County, IA",14.9,41954,3.5
05000US19113,"Linn County, IA",30.9,56790,2.8
05000US19115,"Louisa County, IA",13.3,49905,5.1
05000US19117,"Lucas County, IA",11.7,44020,17.4
05000US19119,"Lyon County, IA",16.3,49727,3.6
05000US19121,"Madison County, IA",21.2,56765,5.9
05000US19123,"Mahaska County, IA",20.6,47758,5
05000US19125,"Marion County, IA",24.2,53684,7.8
05000US19127,"Marshall County, IA",18.5,49259,3.6
05000US19129,"Mills County, IA",24.5,62908,3.9
05000US19131,"Mitchell County, IA",14.8,50574,4.4
05000US19133,"Monona County, IA",14.8,42832,8
05000US19135,"Monroe County, IA",17.4,45266,9.3
05000US19137,"Montgomery County, IA",15.8,40530,9.3
05000US19139,"Muscatine County, IA",16.9,51675,3
05000US19141,"O'Brien County, IA",19.6,45194,3.2
05000US19143,"Osceola County, IA",13.3,45951,5.1
05000US19145,"Page County, IA",17.8,41803,5.5
05000US19147,"Palo Alto County, IA",15.0,40500,3.3
05000US19149,"Plymouth County, IA",20.2,58916,2.9
05000US19151,"Pocahontas County, IA",17.5,42138,2.2
05000US19153,"Polk County, IA",34.3,58096,2
05000US19155,"Pottawattamie County, IA",18.2,49941,3.4
05000US19157,"Poweshiek County, IA",22.6,50703,6.6
05000US19159,"Ringgold County, IA",19.3,43655,2.8
05000US19161,"Sac County, IA",18.6,46606,5.3
05000US19163,"Scott County, IA",30.8,53002,2.5
05000US19165,"Shelby County, IA",17.1,47731,7.3
05000US19167,"Sioux County, IA",23.1,55252,2.3
05000US19169,"Story County, IA",47.7,49683,2.3
05000US19171,"Tama County, IA",15.4,49244,6.5
05000US19173,"Taylor County, IA",13.1,42638,6.9
05000US19175,"Union County, IA",16.8,41795,4.1
05000US19177,"Van Buren County, IA",13.6,41572,4.9
05000US19179,"Wapello County, IA",15.4,41088,3.7
05000US19181,"Warren County, IA",27.6,62778,4.5
05000US19183,"Washington County, IA",20.0,52636,4
05000US19185,"Wayne County, IA",12.9,38447,8.6
05000US19187,"Webster County, IA",18.7,41751,3
05000US19189,"Winnebago County, IA",19.7,46438,2.6
05000US19191,"Winneshiek County, IA",26.6,52827,4.4
05000US19193,"Woodbury County, IA",20.7,45289,2.5
05000US19195,"Worth County, IA",16.5,50603,3.7
05000US19197,"Wright County, IA",15.0,45713,2.5
05000US20001,"Allen County, KS",17.4,39714,4.1
05000US20003,"Anderson County, KS",17.6,43060,14.2
05000US20005,"Atchison County, KS",21.2,45666,5.5
05000US20007,"Barber County, KS",19.9,43048,2.6
05000US20009,"Barton County, KS",18.4,46639,3.1
05000US20011,"Bourbon County, KS",23.1,38250,6
05000US20013,"Brown County, KS",16.0,37515,4.6
05000US20015,"Butler County, KS",26.1,57424,2.6
05000US20017,"Chase County, KS",21.2,36434,6.8
05000US20019,"Chautauqua County, KS",17.6,37039,9.3
05000US20021,"Cherokee County, KS",13.8,41877,3.1
05000US20023,"Cheyenne County, KS",20.8,39167,2.6
05000US20025,"Clark County, KS",23.6,39563,3.5
05000US20027,"Clay County, KS",20.0,43879,5.3
05000US20029,"Cloud County, KS",15.6,37382,2.6
05000US20031,"Coffey County, KS",19.8,50106,8.3
05000US20033,"Comanche County, KS",24.1,39950,3.6
05000US20035,"Cowley County, KS",19.5,41905,5.5
05000US20037,"Crawford County, KS",26.3,36927,3.5
05000US20039,"Decatur County, KS",21.4,38750,5.5
05000US20041,"Dickinson County, KS",19.7,49535,3.7
05000US20043,"Doniphan County, KS",19.1,46346,6.1
05000US20045,"Douglas County, KS",48.4,48395,3.5
05000US20047,"Edwards County, KS",22.7,43953,9.2
05000US20049,"Elk County, KS",17.9,33239,16.9
05000US20051,"Ellis County, KS",32.1,44253,2.7
05000US20053,"Ellsworth County, KS",20.2,46350,4
05000US20055,"Finney County, KS",19.3,49617,2.9
05000US20057,"Ford County, KS",17.6,50577,2.7
05000US20059,"Franklin County, KS",19.6,50240,6.7
05000US20061,"Geary County, KS",19.9,47879,1.1
05000US20063,"Gove County, KS",18.0,44426,3.4
05000US20065,"Graham County, KS",21.9,43929,8
05000US20067,"Grant County, KS",16.8,53800,3.6
05000US20069,"Gray County, KS",20.4,55000,3.4
05000US20071,"Greeley County, KS",18.2,52212,0.7
05000US20073,"Greenwood County, KS",15.8,39145,15.3
05000US20075,"Hamilton County, KS",13.9,43125,3.7
05000US20077,"Harper County, KS",16.2,38340,5.5
05000US20079,"Harvey County, KS",25.7,49075,1.2
05000US20081,"Haskell County, KS",16.4,52688,2.6
05000US20083,"Hodgeman County, KS",23.1,44318,2.4
05000US20085,"Jackson County, KS",19.7,54710,6.3
05000US20087,"Jefferson County, KS",22.8,58434,10.6
05000US20089,"Jewell County, KS",17.5,38462,2.8
05000US20091,"Johnson County, KS",51.6,75139,2.2
05000US20093,"Kearny County, KS",14.9,47069,2.1
05000US20095,"Kingman County, KS",20.0,47801,7.8
05000US20097,"Kiowa County, KS",21.4,41574,2.6
05000US20099,"Labette County, KS",19.0,40117,4.2
05000US20101,"Lane County, KS",18.4,49063,4.6
05000US20103,"Leavenworth County, KS",28.7,62035,3.3
05000US20105,"Lincoln County, KS",19.2,41250,5.7
05000US20107,"Linn County, KS",15.6,44771,19
05000US20109,"Logan County, KS",17.0,46047,3.7
05000US20111,"Lyon County, KS",24.1,38877,5.4
05000US20113,"McPherson County, KS",24.6,54171,2.2
05000US20115,"Marion County, KS",20.9,45323,6
05000US20117,"Marshall County, KS",12.3,41867,3
05000US20119,"Meade County, KS",23.2,49846,3.6
05000US20121,"Miami County, KS",23.8,61272,6.3
05000US20123,"Mitchell County, KS",21.6,48046,1
05000US20125,"Montgomery County, KS",18.0,41073,2.8
05000US20127,"Morris County, KS",17.1,45000,6.7
05000US20129,"Morton County, KS",19.0,44198,3.1
05000US20131,"Nemaha County, KS",17.5,46901,4.6
05000US20133,"Neosho County, KS",16.5,40829,3.3
05000US20135,"Ness County, KS",19.0,47870,2
05000US20137,"Norton County, KS",15.7,42776,3
05000US20139,"Osage County, KS",20.1,50243,8.1
05000US20141,"Osborne County, KS",18.9,38561,3
05000US20143,"Ottawa County, KS",20.2,53497,6.5
05000US20145,"Pawnee County, KS",23.3,44106,2
05000US20147,"Phillips County, KS",18.5,42838,2.2
05000US20149,"Pottawatomie County, KS",28.5,56775,4.2
05000US20151,"Pratt County, KS",23.9,43880,5.1
05000US20153,"Rawlins County, KS",21.0,40896,3.8
05000US20155,"Reno County, KS",19.3,43649,4.5
05000US20157,"Republic County, KS",19.7,41000,3
05000US20159,"Rice County, KS",20.6,45703,5.1
05000US20161,"Riley County, KS",45.4,43364,1.6
05000US20163,"Rooks County, KS",20.2,41123,3.8
05000US20165,"Rush County, KS",18.0,41306,5.6
05000US20167,"Russell County, KS",19.4,40551,3
05000US20169,"Saline County, KS",24.7,47339,3
05000US20171,"Scott County, KS",24.9,58520,5
05000US20173,"Sedgwick County, KS",28.5,49885,1.7
05000US20175,"Seward County, KS",12.8,47731,4.9
05000US20177,"Shawnee County, KS",28.6,47992,3.7
05000US20179,"Sheridan County, KS",20.5,49125,2.6
05000US20181,"Sherman County, KS",14.7,42642,2.7
05000US20183,"Smith County, KS",14.6,44798,1.7
05000US20185,"Stafford County, KS",20.8,43232,4.6
05000US20187,"Stanton County, KS",18.3,51823,1.1
05000US20189,"Stevens County, KS",15.0,56991,7.3
05000US20191,"Sumner County, KS",19.2,48105,5
05000US20193,"Thomas County, KS",27.0,48029,1.9
05000US20195,"Trego County, KS",17.3,44063,5.1
05000US20197,"Wabaunsee County, KS",19.5,55817,5.9
05000US20199,"Wallace County, KS",23.0,46932,1.9
05000US20201,"Washington County, KS",17.8,42962,4.8
05000US20203,"Wichita County, KS",15.1,51098,2.8
05000US20205,"Wilson County, KS",11.7,40414,2.1
05000US20207,"Woodson County, KS",16.5,30852,11
05000US20209,"Wyandotte County, KS",15.4,39163,3.1
05000US21001,"Adair County, KY",15.1,31169,8.7
05000US21003,"Allen County, KY",11.0,36123,7.9
05000US21005,"Anderson County, KY",19.6,52294,5.7
05000US21007,"Ballard County, KY",12.0,41989,2.3
05000US21009,"Barren County, KY",13.5,37587,4.6
05000US21011,"Bath County, KY",13.3,29632,7.7
05000US21013,"Bell County, KY",10.7,25952,7.6
05000US21015,"Boone County, KY",28.9,67125,5.6
05000US21017,"Bourbon County, KY",16.0,40894,2.8
05000US21019,"Boyd County, KY",15.9,39076,4
05000US21021,"Boyle County, KY",23.7,41037,8.6
05000US21023,"Bracken County, KY",14.9,38724,15.8
05000US21025,"Breathitt County, KY",10.2,23049,8.4
05000US21027,"Breckinridge County, KY",8.8,39695,9.2
05000US21029,"Bullitt County, KY",12.5,53922,3.4
05000US21031,"Butler County, KY",7.5,36237,11.6
05000US21033,"Caldwell County, KY",16.6,37778,6.6
05000US21035,"Calloway County, KY",28.1,39037,4.4
05000US21037,"Campbell County, KY",27.5,53580,3.2
05000US21039,"Carlisle County, KY",15.1,37768,7.4
05000US21041,"Carroll County, KY",9.9,40938,3.2
05000US21043,"Carter County, KY",9.3,35415,12
05000US21045,"Casey County, KY",9.1,28416,9.5
05000US21047,"Christian County, KY",14.2,37750,3.2
05000US21049,"Clark County, KY",18.3,45486,4.2
05000US21051,"Clay County, KY",7.4,22296,11
05000US21053,"Clinton County, KY",7.9,26885,4.9
05000US21055,"Crittenden County, KY",10.4,32839,15.5
05000US21057,"Cumberland County, KY",12.2,29885,6.4
05000US21059,"Daviess County, KY",19.0,45507,3
05000US21061,"Edmonson County, KY",9.3,35243,9.6
05000US21063,"Elliott County, KY",6.0,24841,14.3
05000US21065,"Estill County, KY",7.4,28684,17.4
05000US21067,"Fayette County, KY",39.9,48779,3
05000US21069,"Fleming County, KY",13.0,32677,10.1
05000US21071,"Floyd County, KY",11.9,29237,7.6
